customer_id,renewal_date,age,province,policy_type,tenure_years,annual_premium,premium_change_pct,payment_frequency,autopay_enrolled,missed_payments_12m,claims_count_3y,last_claim_status,complaints_12m,service_interactions_12m,satisfaction_score,multi_policy_count,life_event_12m,digital_logins_12m,outcome
H513915,2024-10-02,22,AB,Home,4.6,2464.54,8.8,Monthly,Yes,0,0,None,0,1,7,2,Divorce,9,Renewed
H513916,2024-11-21,48,ON,Auto,0.3,2512.82,14.0,Monthly,Yes,0,1,Approved,0,2,10,2,Marriage,14,Renewed
H513917,2025-12-12,46,QC,Auto+Home Bundle,3.0,3590.02,6.8,Annual,No,0,0,None,0,0,7,2,New Child,8,Renewed
H513918,2025-04-19,80,ON,Auto+Home Bundle,4.7,4487.98,12.4,Monthly,No,0,0,None,0,1,10,1,Job Change,8,Renewed
H513919,2025-01-22,20,NS,Home,0.3,1299.77,4.0,Monthly,Yes,0,3,Approved,0,1,3,3,None,6,Lapsed
H513920,2025-08-29,68,SK,Auto,0.3,1149.5,3.0,Annual,No,1,1,Approved,0,3,10,2,Retirement,11,Renewed
H513921,2024-09-22,78,BC,Auto,6.5,1274.13,-2.4,Monthly,No,0,0,None,0,0,8,2,New Child,10,Renewed
H513922,2025-04-08,66,BC,Auto,10.8,2105.68,4.7,Annual,Yes,1,0,None,0,0,6,1,Divorce,10,Renewed
H513923,2025-08-29,67,QC,Auto,1.7,1626.03,20.8,Monthly,Yes,0,0,None,0,3,7,2,New Child,10,Renewed
H513924,2026-03-07,40,ON,Home,14.3,1591.24,9.1,Annual,Yes,0,0,None,1,2,6,3,None,11,Renewed
H513925,2024-11-03,79,AB,Auto,3.9,2672.28,13.9,Monthly,No,1,2,Partial,0,2,7,1,New Child,8,Renewed
H513926,2025-06-09,69,ON,Tenant,7.6,442.49,0.1,Annual,Yes,0,0,None,0,2,7,2,Divorce,11,Renewed
H513927,2026-04-22,38,AB,Auto+Home Bundle,5.5,2592.61,-8.0,Monthly,No,0,0,None,0,2,8,1,Job Change,12,Renewed
H513928,2026-03-30,45,ON,Life,1.0,2137.36,3.7,Monthly,No,0,2,Approved,0,0,7,1,Job Change,10,Renewed
H513929,2025-03-21,65,NB,Tenant,8.3,581.3,3.5,Monthly,No,0,0,None,1,3,8,2,None,9,Renewed
H513930,2025-03-16,59,ON,Auto+Home Bundle,2.2,4478.45,5.6,Monthly,Yes,0,1,Approved,0,5,9,2,Home Purchase,14,Renewed
H513931,2025-12-01,73,ON,Life,1.6,1973.04,12.2,Monthly,Yes,0,1,Approved,0,2,5,1,Job Change,10,Renewed
H513932,2024-10-28,70,ON,Auto+Home Bundle,2.4,2365.88,1.5,Monthly,No,0,1,Denied,0,1,10,1,Divorce,7,Renewed
H513933,2026-04-08,40,QC,Auto,0.3,3159.22,-3.5,Monthly,No,0,1,Partial,0,1,7,1,None,9,Renewed
H513934,2025-10-10,55,QC,Auto+Home Bundle,0.3,2612.0,10.0,Monthly,No,3,1,Denied,0,2,8,1,Marriage,5,Renewed
H513935,2025-10-26,72,ON,Life,0.3,2078.56,18.1,Monthly,Yes,0,0,None,0,4,8,2,None,12,Renewed
H513936,2025-02-07,27,BC,Home,25.0,962.85,1.7,Monthly,No,0,0,None,0,4,8,1,Marriage,9,Renewed
H513937,2024-11-16,78,BC,Auto,3.2,3133.93,-2.6,Monthly,Yes,0,1,Denied,0,2,7,2,New Child,7,Renewed
H513938,2024-09-03,23,ON,Home,4.4,1541.45,-8.0,Monthly,Yes,0,2,Approved,0,3,6,1,Retirement,8,Lapsed
H513939,2025-07-28,69,ON,Auto,2.0,1875.61,8.4,Monthly,No,0,1,Approved,2,0,10,1,Marriage,5,Renewed
H513940,2024-12-04,35,ON,Life,2.2,1371.54,4.0,Annual,No,0,1,Approved,0,3,7,1,Marriage,5,Renewed
H513941,2025-06-11,57,AB,Auto+Home Bundle,7.9,2760.43,15.6,Monthly,Yes,1,2,Approved,0,1,10,2,Marriage,10,Renewed
H513942,2025-02-22,73,NB,Life,2.6,2223.98,3.1,Monthly,Yes,2,0,None,0,2,6,1,Marriage,6,Renewed
H513943,2026-01-05,73,QC,Auto,6.5,3092.74,2.5,Monthly,Yes,0,0,None,0,1,6,1,Home Purchase,9,Renewed
H513944,2024-11-23,24,ON,Life,0.4,2232.77,11.4,Monthly,Yes,0,0,None,0,0,8,1,None,9,Renewed
H513945,2026-05-12,37,ON,Auto,1.9,2846.85,11.8,Monthly,Yes,0,1,Partial,0,2,7,2,None,10,Renewed
H513946,2026-03-29,32,NB,Auto,1.0,2413.08,7.5,Annual,Yes,0,1,Approved,0,2,6,3,None,13,Renewed
H513947,2025-11-19,41,QC,Home,4.7,1913.23,10.2,Monthly,Yes,0,0,None,0,4,9,1,None,7,Renewed
H513948,2025-04-05,29,QC,Auto+Home Bundle,2.2,2402.27,11.8,Annual,Yes,2,2,Partial,0,3,10,2,None,12,Renewed
H513949,2025-02-11,61,MB,Home,0.3,2268.93,3.7,Monthly,Yes,0,1,Approved,0,3,2,1,None,12,Renewed
H513950,2026-05-09,77,ON,Auto,2.5,1761.76,19.2,Monthly,Yes,0,0,None,1,3,7,1,Retirement,10,Renewed
H513951,2025-11-18,70,BC,Life,1.0,1741.29,6.0,Monthly,No,0,0,None,0,2,7,3,Job Change,12,Renewed
H513952,2025-12-12,43,QC,Home,1.4,1463.45,0.9,Annual,Yes,0,0,None,0,0,10,1,Home Purchase,12,Renewed
H513953,2024-10-27,76,QC,Tenant,0.7,338.11,2.4,Monthly,Yes,0,1,Approved,0,4,6,1,Retirement,12,Renewed
H513954,2025-01-06,63,QC,Auto,9.6,1965.33,4.0,Annual,No,0,0,None,0,1,8,1,None,12,Renewed
H513955,2025-09-01,51,ON,Tenant,10.5,387.13,4.3,Annual,Yes,0,0,None,0,2,10,2,None,11,Renewed
H513956,2026-04-25,64,AB,Home,3.9,2240.05,13.8,Monthly,Yes,0,1,Approved,2,0,10,2,None,14,Renewed
H513957,2025-10-30,25,ON,Auto+Home Bundle,11.7,2203.67,2.7,Monthly,No,0,0,None,0,0,6,2,None,7,Renewed
H513958,2025-08-14,24,AB,Auto,1.6,1118.32,7.0,Annual,Yes,3,0,None,0,5,10,2,Home Purchase,6,Renewed
H513959,2025-06-15,58,BC,Auto,13.3,1811.45,2.3,Annual,Yes,0,0,None,1,3,8,1,Divorce,16,Renewed
H513960,2025-05-22,27,QC,Home,0.9,1963.24,-0.2,Monthly,Yes,4,0,None,0,3,9,2,Divorce,5,Lapsed
H513961,2026-03-14,81,BC,Auto+Home Bundle,2.6,3464.97,-0.9,Monthly,Yes,0,2,Partial,0,3,6,3,None,11,Lapsed
H513962,2026-04-25,68,NS,Auto,3.4,2015.5,23.5,Annual,Yes,0,2,Partial,0,3,7,1,None,7,Lapsed
H513963,2025-06-15,38,NB,Auto,6.4,1676.5,15.5,Monthly,Yes,0,0,None,0,2,8,1,New Child,14,Renewed
H513964,2026-03-08,72,AB,Tenant,9.7,416.41,1.7,Annual,Yes,2,0,None,0,3,9,1,None,6,Renewed
H513965,2025-07-14,60,NS,Tenant,2.7,465.42,-1.6,Monthly,Yes,2,1,Approved,0,0,10,1,None,8,Renewed
H513966,2026-03-26,68,ON,Auto+Home Bundle,10.3,3991.6,-0.3,Annual,Yes,0,2,Partial,0,3,8,1,None,10,Renewed
H513967,2026-01-23,81,ON,Home,1.4,2278.79,5.1,Monthly,Yes,0,0,None,0,2,4,1,Home Purchase,8,Renewed
H513968,2026-01-13,68,NS,Auto,21.7,1865.77,-8.0,Annual,No,1,0,None,0,1,6,1,None,10,Renewed
H513969,2025-07-23,40,QC,Tenant,0.4,325.17,-8.0,Annual,Yes,0,1,Approved,0,1,9,3,None,12,Renewed
H513970,2024-10-19,78,QC,Auto,0.3,1860.73,10.5,Monthly,No,0,0,None,0,2,8,2,None,4,Renewed
H513971,2025-12-12,55,BC,Auto+Home Bundle,17.1,4417.95,3.2,Monthly,No,1,2,Partial,0,0,7,2,Job Change,15,Renewed
H513972,2025-05-21,68,NS,Auto,0.9,1278.48,8.3,Monthly,No,4,0,None,0,3,8,1,None,13,Lapsed
H513973,2026-01-20,47,BC,Life,0.4,2401.1,2.6,Monthly,No,1,1,Partial,0,2,7,1,None,8,Renewed
H513974,2026-02-11,29,ON,Home,1.4,1223.48,2.1,Annual,Yes,0,0,None,0,1,5,1,Home Purchase,7,Renewed
H513975,2024-12-01,55,ON,Auto,8.8,1930.49,21.3,Monthly,No,1,2,Denied,0,1,4,1,Divorce,10,Lapsed
H513976,2026-03-19,43,ON,Auto+Home Bundle,1.9,3506.45,-0.7,Monthly,No,0,1,Approved,0,4,7,2,None,11,Renewed
H513977,2025-05-31,49,BC,Home,1.7,1315.66,14.4,Monthly,Yes,1,2,Approved,0,4,7,2,None,6,Renewed
H513978,2024-10-23,48,BC,Home,4.9,1714.29,5.0,Monthly,No,0,0,None,0,3,6,1,None,13,Renewed
H513979,2024-11-30,69,NB,Life,8.9,2321.01,8.6,Monthly,Yes,1,0,None,0,6,9,1,None,7,Renewed
H513980,2025-12-13,48,ON,Home,2.1,1828.87,7.7,Monthly,Yes,0,3,Approved,0,2,5,1,Retirement,12,Renewed
H513981,2024-11-24,55,NB,Auto+Home Bundle,3.3,4495.47,8.4,Annual,No,1,0,None,0,4,6,1,Home Purchase,9,Lapsed
H513982,2025-05-25,56,ON,Home,1.2,1845.87,-3.6,Annual,Yes,2,2,Partial,0,1,9,1,None,9,Renewed
H513983,2025-11-16,35,ON,Home,0.3,2310.19,2.8,Monthly,No,0,1,Partial,3,4,9,1,New Child,11,Renewed
H513984,2025-05-28,74,ON,Auto,3.1,2194.41,14.5,Monthly,No,0,1,Approved,2,1,7,2,None,7,Renewed
H513985,2025-04-19,62,ON,Auto,1.2,2953.92,15.2,Monthly,No,0,1,Denied,2,1,5,1,None,13,Renewed
H513986,2026-05-01,41,ON,Auto+Home Bundle,15.3,4543.49,12.0,Monthly,No,0,1,Approved,0,2,6,1,None,8,Renewed
H513987,2026-04-25,51,AB,Tenant,0.9,536.61,12.0,Monthly,No,1,2,Approved,0,0,7,1,None,7,Renewed
H513988,2024-08-11,46,BC,Auto,0.4,3212.22,7.3,Monthly,Yes,0,2,Approved,0,4,7,1,Job Change,9,Renewed
H513989,2026-06-01,39,AB,Auto,3.2,2508.09,6.4,Monthly,No,0,1,Approved,0,2,3,2,Divorce,10,Renewed
H513990,2024-12-02,63,QC,Life,7.0,1916.98,0.0,Monthly,No,1,1,Approved,0,0,10,2,None,12,Renewed
H513991,2025-08-26,76,ON,Tenant,3.3,507.19,10.4,Monthly,Yes,0,3,Approved,0,4,7,1,New Child,3,Renewed
H513992,2024-11-21,19,BC,Auto,6.1,1635.46,16.1,Monthly,Yes,2,0,None,0,2,9,1,None,7,Renewed
H513993,2026-02-28,54,QC,Auto,0.5,1500.02,6.6,Monthly,No,2,2,Approved,0,1,8,2,New Child,10,Renewed
H513994,2025-12-02,43,ON,Tenant,3.8,423.33,-2.5,Monthly,Yes,1,0,None,0,0,5,2,Home Purchase,11,Renewed
H513995,2024-11-29,42,ON,Home,11.2,1465.71,4.7,Monthly,Yes,0,2,Approved,0,2,7,1,None,7,Renewed
H513996,2024-08-03,67,BC,Home,3.5,1634.59,11.0,Monthly,No,0,1,Partial,0,2,8,1,None,8,Renewed
H513997,2025-10-27,68,QC,Home,13.1,2585.37,7.0,Monthly,Yes,1,2,Approved,0,2,5,1,None,13,Renewed
H513998,2025-02-04,45,NS,Life,1.2,2260.99,15.6,Monthly,Yes,0,3,Partial,0,2,10,1,Marriage,6,Renewed
H513999,2026-02-04,47,ON,Home,6.8,1829.35,-1.2,Monthly,No,0,1,Approved,0,2,5,2,Marriage,10,Renewed
H514000,2025-11-13,42,ON,Auto,7.7,1804.65,-0.8,Monthly,Yes,1,0,None,0,3,7,1,None,6,Renewed
H514001,2024-11-05,43,MB,Tenant,2.7,351.43,11.5,Annual,No,2,0,None,0,1,8,1,Retirement,4,Renewed
H514002,2025-04-12,57,QC,Auto,0.3,2372.95,6.3,Monthly,Yes,0,3,Partial,0,1,8,1,None,16,Renewed
H514003,2024-11-09,80,QC,Life,5.0,2442.92,3.0,Annual,Yes,0,0,None,1,1,3,1,None,11,Lapsed
H514004,2025-12-28,73,ON,Home,3.4,2591.09,10.3,Monthly,No,2,0,None,0,1,7,2,None,5,Renewed
H514005,2025-09-06,33,ON,Life,11.9,1586.4,0.0,Annual,No,0,2,Approved,0,2,8,2,None,9,Renewed
H514006,2025-11-21,54,SK,Home,9.1,2468.06,16.2,Monthly,No,2,0,None,0,2,5,1,None,9,Renewed
H514007,2025-08-16,28,QC,Home,0.3,2324.3,7.9,Monthly,No,0,1,Approved,0,1,9,1,None,11,Renewed
H514008,2024-12-30,65,QC,Auto,3.2,1367.78,8.9,Monthly,Yes,1,0,None,0,1,8,2,None,10,Renewed
H514009,2026-01-02,44,ON,Life,16.1,955.31,-7.0,Annual,No,0,0,None,0,0,5,2,None,8,Renewed
H514010,2026-03-11,73,ON,Home,20.8,1556.21,3.5,Annual,No,0,2,Approved,1,2,7,1,Divorce,5,Renewed
H514011,2025-08-18,62,NS,Home,4.2,2448.54,4.0,Monthly,No,0,3,Approved,0,1,4,1,New Child,9,Renewed
H514012,2025-04-30,81,ON,Auto,3.6,2621.6,5.5,Monthly,No,0,0,None,0,2,10,1,Job Change,10,Renewed
H514013,2025-03-09,30,MB,Auto+Home Bundle,3.9,4385.55,6.1,Monthly,Yes,0,2,Approved,0,2,5,1,New Child,12,Renewed
H514014,2025-09-29,52,QC,Home,5.6,1223.69,-7.7,Monthly,Yes,0,0,None,0,4,5,1,Marriage,9,Renewed
H514015,2025-07-01,63,NS,Auto,2.5,3332.2,2.8,Monthly,Yes,0,1,Approved,0,1,8,3,None,11,Renewed
H514016,2025-12-03,53,QC,Tenant,0.3,408.0,16.1,Monthly,Yes,0,2,Partial,0,2,7,1,Home Purchase,13,Renewed
H514017,2025-04-06,30,BC,Auto+Home Bundle,6.3,3340.23,6.8,Monthly,No,1,1,Approved,0,2,10,1,Marriage,15,Renewed
H514018,2026-05-08,79,ON,Home,2.3,2150.88,9.0,Monthly,No,2,0,None,0,3,7,2,Divorce,12,Renewed
H514019,2026-05-07,51,QC,Life,3.0,1532.0,1.8,Monthly,No,4,0,None,0,1,8,3,None,9,Renewed
H514020,2024-10-09,59,MB,Life,9.1,1567.9,13.6,Annual,Yes,0,2,Partial,1,5,6,2,None,8,Renewed
H514021,2025-08-29,44,ON,Auto+Home Bundle,5.0,2251.49,0.0,Annual,Yes,0,1,Approved,0,1,6,1,Divorce,10,Lapsed
H514022,2025-02-11,73,BC,Home,4.2,2145.75,14.5,Monthly,No,0,0,None,2,2,5,3,None,11,Renewed
H514023,2024-12-13,19,QC,Life,8.1,1462.73,9.4,Monthly,Yes,0,0,None,0,3,7,3,Marriage,15,Renewed
H514024,2026-03-04,48,BC,Auto,10.5,2276.6,4.6,Monthly,Yes,0,3,Approved,0,3,8,1,Job Change,11,Renewed
H514025,2024-07-18,42,QC,Auto,1.9,1134.96,6.6,Monthly,Yes,0,1,Approved,0,3,8,1,Divorce,4,Renewed
H514026,2026-01-05,31,BC,Auto,0.6,2778.41,15.4,Monthly,Yes,0,0,None,0,2,9,2,None,9,Renewed
H514027,2024-11-11,40,BC,Home,13.0,2088.81,4.8,Monthly,No,0,2,Partial,0,7,7,2,None,10,Renewed
H514028,2025-03-26,60,QC,Home,1.6,984.36,6.2,Monthly,No,1,0,None,0,1,6,1,None,10,Renewed
H514029,2025-05-17,31,BC,Auto,0.4,2987.47,8.8,Monthly,No,0,2,Denied,2,3,8,2,None,9,Renewed
H514030,2026-03-21,29,AB,Auto+Home Bundle,0.3,2258.01,10.7,Monthly,Yes,0,0,None,0,1,10,2,New Child,10,Renewed
H514031,2026-05-05,20,ON,Auto,5.2,2053.57,-1.1,Annual,Yes,0,0,None,0,0,5,1,None,8,Lapsed
H514032,2024-10-16,48,BC,Home,2.2,2535.61,5.8,Monthly,Yes,0,4,Approved,1,2,5,2,None,4,Renewed
H514033,2026-03-25,81,AB,Home,3.1,915.67,7.0,Monthly,Yes,0,1,Approved,1,2,6,1,None,9,Renewed
H514034,2026-04-22,33,AB,Home,11.2,1888.42,4.4,Monthly,Yes,0,0,None,0,1,9,2,Job Change,14,Renewed
H514035,2026-05-25,19,AB,Auto+Home Bundle,11.6,4522.36,22.8,Monthly,Yes,0,0,None,0,2,8,2,New Child,6,Renewed
H514036,2024-12-17,24,SK,Auto,3.0,1565.94,12.8,Monthly,No,1,0,None,0,3,9,1,None,12,Renewed
H514037,2025-12-03,72,QC,Tenant,0.6,381.13,-2.6,Monthly,No,0,0,None,0,3,10,2,None,14,Renewed
H514038,2025-06-03,49,QC,Life,0.3,889.9,-2.1,Monthly,Yes,1,0,None,0,1,9,1,None,3,Renewed
H514039,2025-10-11,26,QC,Home,3.6,1458.36,0.7,Monthly,Yes,0,0,None,0,3,9,1,Home Purchase,12,Renewed
H514040,2024-12-03,40,QC,Auto,5.9,1573.99,8.1,Monthly,No,2,2,Partial,3,2,9,1,Retirement,11,Lapsed
H514041,2025-02-01,24,AB,Auto,1.3,2961.94,2.8,Monthly,No,0,1,Partial,0,2,7,3,None,12,Renewed
H514042,2025-11-01,43,BC,Auto,1.6,1820.23,4.2,Monthly,Yes,4,0,None,0,3,7,2,None,8,Renewed
H514043,2025-01-10,27,ON,Tenant,1.7,482.75,14.4,Annual,No,1,0,None,0,1,6,1,Marriage,14,Renewed
H514044,2025-06-02,53,ON,Home,4.5,1327.7,8.4,Monthly,Yes,0,0,None,0,3,7,1,None,3,Renewed
H514045,2026-03-25,24,BC,Auto+Home Bundle,3.9,2124.06,-1.7,Monthly,No,4,2,Approved,0,4,4,1,Divorce,12,Lapsed
H514046,2026-01-20,40,BC,Home,3.9,1218.42,9.6,Monthly,Yes,2,1,Approved,0,2,6,2,None,12,Renewed
H514047,2026-01-01,26,ON,Auto,15.8,2463.48,5.1,Monthly,No,0,0,None,0,1,7,2,None,9,Renewed
H514048,2026-03-31,46,AB,Life,1.6,1052.99,4.8,Annual,Yes,0,0,None,0,1,7,3,Marriage,13,Lapsed
H514049,2025-12-31,62,ON,Auto,8.7,2125.44,-2.9,Monthly,Yes,0,1,Approved,0,2,6,1,None,15,Renewed
H514050,2024-11-29,65,AB,Auto,1.7,2711.71,15.5,Annual,Yes,3,0,None,0,2,3,1,Job Change,5,Renewed
H514051,2026-02-14,27,ON,Auto,3.2,1754.98,-8.0,Monthly,Yes,2,1,Approved,0,5,6,3,New Child,14,Renewed
H514052,2025-10-09,77,ON,Home,0.3,2283.58,-4.5,Annual,Yes,0,4,Approved,3,2,10,1,New Child,11,Renewed
H514053,2025-12-22,59,MB,Tenant,0.4,597.84,4.5,Monthly,Yes,0,3,Approved,0,0,10,3,Home Purchase,8,Renewed
H514054,2025-05-31,47,ON,Home,4.9,1354.18,12.1,Monthly,Yes,0,1,Approved,0,3,4,2,None,5,Renewed
H514055,2024-07-03,27,ON,Life,3.8,1350.95,2.9,Annual,Yes,0,2,Partial,0,1,5,2,Marriage,6,Renewed
H514056,2026-04-21,63,ON,Tenant,10.1,283.81,-8.0,Monthly,Yes,3,2,Approved,0,1,6,3,None,9,Lapsed
H514057,2024-10-19,34,ON,Home,0.3,1369.25,4.8,Monthly,Yes,0,3,Approved,0,0,8,1,Home Purchase,5,Renewed
H514058,2025-10-20,80,ON,Home,3.7,1811.14,2.2,Monthly,Yes,0,4,Approved,0,4,9,1,None,13,Renewed
H514059,2026-01-21,57,QC,Home,6.7,2347.32,21.1,Monthly,Yes,0,1,Denied,0,5,7,3,Home Purchase,3,Renewed
H514060,2024-08-14,72,BC,Auto,2.7,2443.82,4.0,Monthly,No,0,0,None,0,1,5,1,Retirement,9,Renewed
H514061,2025-12-01,65,QC,Home,8.7,1398.08,-2.9,Monthly,No,0,2,Approved,0,4,5,1,Retirement,11,Renewed
H514062,2024-09-23,25,ON,Home,0.3,1911.54,-2.8,Monthly,No,0,0,None,0,0,5,1,Marriage,7,Renewed
H514063,2025-04-01,78,AB,Life,5.5,2488.47,10.4,Monthly,Yes,0,0,None,0,4,6,1,None,9,Renewed
H514064,2025-05-14,38,ON,Auto+Home Bundle,0.4,3457.29,15.2,Annual,No,0,1,Approved,0,2,7,2,None,8,Renewed
H514065,2024-09-01,56,ON,Auto+Home Bundle,3.3,4981.54,9.4,Monthly,No,0,0,None,1,2,5,3,Marriage,8,Renewed
H514066,2024-07-19,51,QC,Tenant,1.2,490.56,-6.0,Annual,Yes,0,2,Approved,0,3,8,2,None,7,Renewed
H514067,2026-05-30,69,NS,Auto,13.3,2658.28,10.5,Monthly,Yes,0,1,Approved,0,2,9,2,None,7,Renewed
H514068,2026-04-12,61,BC,Home,4.7,1526.22,10.7,Annual,No,0,2,Approved,0,3,7,2,None,10,Renewed
H514069,2025-05-22,64,ON,Auto+Home Bundle,6.5,2963.78,8.1,Annual,No,2,0,None,0,4,8,2,None,11,Renewed
H514070,2025-07-21,26,BC,Home,0.3,1947.45,11.1,Monthly,Yes,0,0,None,0,2,7,1,Marriage,10,Renewed
H514071,2025-06-02,34,ON,Auto,1.9,1712.13,17.0,Monthly,Yes,0,0,None,0,6,10,2,None,9,Renewed
H514072,2025-11-17,46,BC,Auto,3.4,3328.74,12.2,Monthly,Yes,1,1,Partial,0,3,8,1,None,3,Renewed
H514073,2025-05-02,58,QC,Home,17.6,2214.05,-3.2,Annual,Yes,0,0,None,0,1,7,1,Divorce,14,Renewed
H514074,2025-02-28,66,ON,Home,1.7,2160.08,-3.3,Monthly,Yes,0,1,Approved,0,0,6,1,Retirement,9,Lapsed
H514075,2024-07-07,71,AB,Life,1.9,1915.06,-2.9,Monthly,Yes,0,4,Approved,0,2,8,1,Marriage,7,Renewed
H514076,2025-10-10,30,AB,Home,3.1,1741.94,22.4,Monthly,Yes,0,0,None,0,0,6,3,New Child,7,Renewed
H514077,2026-04-06,36,SK,Home,1.6,2017.9,2.2,Monthly,Yes,0,1,Partial,0,4,9,1,None,12,Renewed
H514078,2025-02-14,51,ON,Auto+Home Bundle,1.7,3866.46,8.8,Monthly,No,1,1,Approved,0,3,7,2,Job Change,7,Renewed
H514079,2025-05-09,24,MB,Home,6.6,1181.68,9.2,Monthly,No,0,0,None,0,0,8,3,None,5,Renewed
H514080,2025-09-10,34,ON,Auto+Home Bundle,7.5,3613.2,14.5,Monthly,No,0,0,None,0,2,5,2,None,5,Lapsed
H514081,2024-11-11,64,AB,Auto,9.8,2537.34,14.1,Monthly,Yes,3,0,None,0,0,6,1,None,7,Renewed
H514082,2026-03-04,57,QC,Auto,1.9,1779.05,6.6,Monthly,Yes,0,0,None,0,2,10,1,None,8,Renewed
H514083,2024-09-30,27,ON,Auto,4.2,2088.41,-0.1,Annual,No,0,0,None,0,3,7,1,Home Purchase,7,Renewed
H514084,2025-04-03,50,BC,Auto,6.9,2895.26,5.9,Monthly,No,0,2,Approved,0,4,9,1,None,11,Renewed
H514085,2024-11-04,24,QC,Tenant,15.8,255.65,13.2,Monthly,No,0,1,Partial,0,3,8,2,Marriage,9,Renewed
H514086,2024-09-09,35,QC,Auto,4.4,2395.48,6.1,Monthly,Yes,1,0,None,0,5,8,1,Divorce,12,Renewed
H514087,2025-04-27,32,QC,Home,6.7,2162.19,-8.0,Monthly,Yes,0,1,Approved,0,1,7,1,None,9,Renewed
H514088,2024-12-23,38,BC,Life,1.4,1590.8,11.6,Monthly,Yes,0,1,Approved,0,2,6,1,None,7,Renewed
H514089,2024-08-19,73,BC,Auto,0.5,1100.08,-8.0,Monthly,No,2,0,None,0,2,7,3,Marriage,9,Lapsed
H514090,2026-01-18,45,ON,Auto,0.3,2620.54,9.9,Monthly,Yes,0,0,None,0,3,6,2,None,15,Renewed
H514091,2024-07-12,44,ON,Tenant,10.1,393.5,3.1,Monthly,No,0,0,None,0,0,8,1,None,9,Renewed
H514092,2025-10-16,23,ON,Auto,0.5,1547.72,12.2,Annual,No,0,1,Approved,1,3,8,1,Job Change,6,Lapsed
H514093,2025-07-31,33,BC,Auto+Home Bundle,8.3,2814.23,4.3,Monthly,Yes,0,0,None,0,3,8,1,Job Change,11,Renewed
H514094,2025-07-24,46,AB,Auto+Home Bundle,8.8,2124.15,26.3,Monthly,No,0,1,Approved,0,5,9,2,Retirement,10,Renewed
H514095,2024-12-06,66,BC,Auto,3.7,3329.62,18.4,Monthly,Yes,0,0,None,0,4,8,1,Retirement,12,Renewed
H514096,2025-04-05,57,QC,Home,1.9,1319.27,0.8,Monthly,Yes,0,1,Approved,0,1,5,3,None,8,Renewed
H514097,2024-07-05,73,ON,Auto,4.4,2657.78,14.5,Monthly,No,0,0,None,0,1,7,1,Home Purchase,7,Renewed
H514098,2025-10-26,38,ON,Tenant,4.3,567.66,5.3,Monthly,Yes,4,0,None,0,1,10,2,Job Change,14,Renewed
H514099,2024-07-09,58,ON,Life,5.7,2202.86,13.7,Monthly,Yes,3,1,Approved,0,1,6,3,New Child,13,Lapsed
H514100,2024-11-11,79,BC,Auto,5.9,1161.54,-2.1,Monthly,Yes,0,0,None,0,1,10,1,Home Purchase,7,Renewed
H514101,2025-07-19,62,ON,Auto,1.3,1753.52,15.6,Monthly,No,0,3,Approved,0,3,10,1,Home Purchase,6,Renewed
H514102,2025-04-01,59,ON,Home,1.6,1288.71,7.2,Annual,No,0,0,None,0,4,9,2,Job Change,6,Renewed
H514103,2026-04-15,44,ON,Home,0.6,2205.89,1.2,Annual,Yes,3,1,Approved,2,3,3,1,Retirement,7,Lapsed
H514104,2025-08-16,36,BC,Home,10.7,1362.71,9.3,Monthly,No,0,0,None,0,3,7,1,None,11,Renewed
H514105,2024-11-25,77,BC,Auto,6.2,2531.97,12.3,Monthly,Yes,0,0,None,0,1,8,1,Divorce,10,Renewed
H514106,2025-09-04,47,NS,Home,6.2,901.59,10.3,Monthly,No,0,0,None,0,3,7,1,Home Purchase,13,Renewed
H514107,2025-12-23,55,NS,Life,2.5,2070.02,8.8,Monthly,Yes,0,0,None,0,1,8,3,Job Change,7,Renewed
H514108,2026-01-31,28,ON,Auto+Home Bundle,2.9,3398.86,9.2,Monthly,Yes,2,2,Approved,3,2,7,2,Job Change,9,Renewed
H514109,2026-04-27,79,QC,Auto,3.9,1298.17,14.3,Monthly,Yes,3,0,None,1,4,4,1,None,10,Renewed
H514110,2025-12-26,28,BC,Auto,3.2,2631.57,3.0,Monthly,Yes,0,0,None,0,1,7,2,Retirement,13,Renewed
H514111,2025-08-17,39,NB,Life,4.3,825.75,3.5,Monthly,No,0,2,Partial,0,6,10,1,Home Purchase,5,Renewed
H514112,2025-08-07,53,ON,Home,5.2,2177.47,19.4,Annual,Yes,0,0,None,0,2,8,2,Retirement,7,Renewed
H514113,2025-04-25,59,ON,Auto,1.1,1648.46,21.3,Monthly,Yes,1,0,None,0,1,5,1,None,12,Renewed
H514114,2026-05-05,79,AB,Home,1.4,1514.71,17.0,Monthly,Yes,1,0,None,0,3,9,1,New Child,9,Renewed
H514115,2025-10-31,72,QC,Home,9.7,2329.77,4.8,Annual,Yes,2,2,Denied,0,0,10,2,Marriage,9,Renewed
H514116,2025-03-03,24,NB,Auto,0.3,2720.84,16.4,Annual,Yes,2,0,None,0,1,9,2,Retirement,10,Renewed
H514117,2024-08-09,44,QC,Auto+Home Bundle,2.1,2449.38,16.4,Monthly,No,0,0,None,3,0,6,2,None,11,Renewed
H514118,2025-07-14,66,AB,Home,9.6,1479.67,-4.8,Monthly,Yes,0,4,Approved,0,1,7,2,None,6,Renewed
H514119,2026-03-09,37,NB,Home,0.8,1698.79,1.5,Monthly,Yes,0,3,Approved,0,1,6,1,None,12,Renewed
